courseID,enrollCode,days,time,loction
ASTRO 1,ANTONUCCI R R,M W,2:00pm - 3:15pm,BRDA 1610
ASTRO 1,03087,R,1:00pm - 1:50pm,387 1015
ASTRO 1,03095,R,2:00pm - 2:50pm,PHELP1160
ASTRO 1,03103,R,3:00pm - 3:50pm,NH 1109
ASTRO 1,03111,R,4:00pm - 4:50pm,GIRV 2116
ASTRO 1,55624,F,10:00am - 10:50am,GIRV 2108
ASTRO 1,55632,F,11:00am - 11:50am,PHELP1448
ASTRO 1H,ANTONUCCI R R,R,3:30pm - 4:45pm,NH 1105
