courseID,enrollCode,days,time,loction
ENGR 101,T B AHOUGH K C||PENG C||,M W,3:30pm - 4:45pm,GIRV 1112
ENGR 101,T B AHOUGH K C||PENG C||HOUGH K C||MELCZER R S||,M W,5:00pm - 6:15pm,GIRV 1112
ENGR 195B,SUSKO T G,F,1:00pm - 1:50pm,GIRV 2128
ENGR 199,T B A,,,T B A
