courseID,enrollCode,days,time,loction
BIOL CS 20,ANTONUCCI R RTYLER C M||LATTO J G||,M W,11:00am - 12:15pm,CRST 143
BIOL CS 101,ANTONUCCI R RTYLER C M||LATTO J G||TYLER C M||LATTO J G||,W,1:00pm - 2:15pm,CRST 143
