courseID,enrollCode,days,time,loction
LAIS 100,BERMUDEZ S,T R,12:30pm - 1:45pm,ARTS 1349
LAIS 195A,T B A,,,T B A
LAIS 195B,T B A,,,T B A
LAIS 199,T B A,,,T B A
