,subjectName,courseID,lecOrSection,proName,enrollCode,days,time,location
1,Anthropology,ANTH 2,1,WALSH C,T B A,M W F,11:00am - 11:50am,IV THEA1
2,Anthropology,ANTH 2,0,WALSH C,26,F,2:00pm - 2:50pm,LSB 1101
3,Anthropology,ANTH 2,0,WALSH C,34,W,8:00 am - 8:50 am,HSSB 1223
4,Anthropology,ANTH 2,0,WALSH C,42,W,5:00pm - 5:50pm,GIRV 2127
5,Anthropology,ANTH 2,0,WALSH C,59,F,12:00pm - 12:50pm,HSSB 1224
6,Anthropology,ANTH 2,0,WALSH C,67,M,1:00pm - 1:50pm,GIRV 1116
7,Anthropology,ANTH 2,0,WALSH C,75,W,6:00pm - 6:50pm,HSSB 1233
8,Anthropology,ANTH 2,0,WALSH C,83,R,2:00pm - 2:50pm,BUCHN1934
9,Anthropology,ANTH 2,0,WALSH C,91,T,3:00pm - 3:50pm,PHELP2536
10,Anthropology,ANTH 2,0,WALSH C,109,M,2:00pm - 2:50pm,HSSB 1206
11,Anthropology,ANTH 2,0,WALSH C,117,F,9:00 am - 9:50 am,GIRV 1116
12,Anthropology,ANTH 3,1,SMITH S T,T B A,M W F,10:00am - 10:50am,MUSICLLCH
13,Anthropology,ANTH 3,0,SMITH S T,133,T,8:00 am - 8:50 am,HSSB 1232
14,Anthropology,ANTH 3,0,SMITH S T,141,W,4:00pm - 4:50pm,GIRV 2119
15,Anthropology,ANTH 3,0,SMITH S T,158,R,9:00 am - 9:50 am,GIRV 2123
16,Anthropology,ANTH 3,0,SMITH S T,166,T,1:00pm - 1:50pm,SH 1430
17,Anthropology,ANTH 3,0,SMITH S T,174,W,11:00am - 11:50am,GIRV 2116
18,Anthropology,ANTH 3,0,SMITH S T,182,F,1:00pm - 1:50pm,BUCHN1934
19,Anthropology,ANTH 3,0,SMITH S T,190,W,5:00pm - 5:50pm,HSSB 1236
20,Anthropology,ANTH 3,0,SMITH S T,208,T,3:00pm - 3:50pm,PHELP1508
21,Anthropology,ANTH 3,0,SMITH S T,216,M,11:00am - 11:50am,HSSB 1227
22,Anthropology,ANTH 3,0,SMITH S T,224,F,9:00 am - 9:50 am,387 1015
23,Anthropology,ANTH 3,0,SMITH S T,232,M,1:00pm - 1:50pm,PHELP1445
24,Anthropology,ANTH 5,1,GAULIN S J,T B A,M W,5:00pm - 6:15pm,BRDA 1610
25,Anthropology,ANTH 5,0,GAULIN S J,257,F,11:00am - 11:50am,HSSB 2251
26,Anthropology,ANTH 5,0,GAULIN S J,265,T,3:00pm - 3:50pm,NH 1109
27,Anthropology,ANTH 5,0,GAULIN S J,273,F,12:00pm - 12:50pm,BUCHN1934
28,Anthropology,ANTH 5,0,GAULIN S J,281,R,9:00 am - 9:50 am,GIRV 2120
29,Anthropology,ANTH 5,0,GAULIN S J,299,R,3:00pm - 3:50pm,SH 1609
30,Anthropology,ANTH 5,0,GAULIN S J,307,R,6:00pm - 6:50pm,HSSB 1227
31,Anthropology,ANTH 5,0,GAULIN S J,315,M,9:00 am - 9:50 am,GIRV 2129
32,Anthropology,ANTH 5,0,GAULIN S J,323,T,5:00pm - 5:50pm,HSSB 1228
33,Anthropology,ANTH 5,0,GAULIN S J,331,R,4:00pm - 4:50pm,HSSB 2251
34,Anthropology,ANTH 5,0,GAULIN S J,349,F,9:00 am - 9:50 am,PHELP2532
35,Anthropology,ANTH 9,1,T B A,T B A,T R,12:30pm - 1:45pm,SSMS 1304
36,Anthropology,ANTH 99,1,T B A,T B A,T B A,T B A,T B A
37,Anthropology,ANTH 105,1,MCALLISTER L,T B A,M W F,9:00 am - 9:50 am,CHEM 1171
38,Anthropology,ANTH 138,1,HARTHORN B H,T B A,T R,11:00am - 12:15pm,HSSB 2001A
39,Anthropology,ANTH 178,1,KENNETT D J,T B A,T B A,T B A,T B A
40,Anthropology,ANTH 180B,1,MCCOOL W C,T B A,T R,3:30pm - 4:45pm,HSSB 1021
41,Anthropology,ANTH 182M,1,WILSON G D,T B A,T R,12:30pm - 1:45pm,HSSB 1021
42,Anthropology,ANTH 183,1,KENNETT D J,T B A,T B A,T B A,T B A
43,Anthropology,ANTH 190,1,T B A,T B A,T B A,T B A,T B A
44,Anthropology,ANTH 194,1,T B A,T B A,T B A,T B A,T B A
45,Anthropology,ANTH 194P,1,T B A,T B A,T B A,T B A,T B A
46,Anthropology,ANTH 195A,1,T B A,T B A,T,1:00pm - 3:50pm,T B A
47,Anthropology,ANTH 195B,1,T B A,T B A,T B A,T B A,T B A
48,Anthropology,ANTH 195C,1,T B A,T B A,T B A,T B A,T B A
49,Anthropology,ANTH 197DJ,1,MCCLURE S B,T B A,M W,11:00am - 12:15pm,PHELP1425
50,Anthropology,ANTH 197EB,1,T B A,T B A,T R,8:00 am - 9:15 am,GIRV 2129
51,Anthropology,ANTH 197MB,1,BROWN M,T B A,MT,3:00pm - 4:50pm,BIOEN1209
52,Anthropology,ANTH 197SM,1,MCCLURE S B,T B A,M W,9:30 am - 10:45am,PHELP1425
53,Anthropology,ANTH 198,1,T B A,T B A,T B A,T B A,T B A
54,Anthropology,ANTH 199,1,T B A,T B A,T B A,T B A,T B A
55,Anthropology,ANTH 199RA,1,T B A,T B A,T B A,T B A,T B A
56,Art,ART 1A,1,TASCHIAN H J,T B A,T R,12:30pm - 1:45pm,BUCHN1930
57,Art,ART 1A,0,TASCHIAN H J,810,W,1:00pm - 1:50pm,ARTS 1344
58,Art,ART 1A,0,TASCHIAN H J,828,R,10:00am - 10:50am,ARTS 1344
59,Art,ART 1A,0,TASCHIAN H J,836,W,12:00pm - 12:50pm,ARTS 1344
60,Art,ART 1A,0,TASCHIAN H J,844,R,11:00am - 11:50am,ARTS 1344
61,Art,ART 1C,1,SORKIN JENNI,T B A,R,5:00pm - 6:50pm,EMBARHALL
62,Art,ART 7A,1,FULBECK L K,T B A,M,5:00pm - 6:50pm,TD-W 1701
63,Art,ART 7A,0,FULBECK L K,877,T R,12:00pm - 1:50pm,ARTS 1345
64,Art,ART 7A,0,FULBECK L K,885,W F,11:00am - 12:50pm,ARTS 1345
65,Art,ART 7A,0,FULBECK L K,893,T R,9:00 am - 10:50am,ARTS 1345
66,Art,ART 7A,0,FULBECK L K,901,W F,1:00pm - 2:50pm,ARTS 1345
67,Art,ART 7A,0,FULBECK L K,919,T R,2:00pm - 3:50pm,ARTS 1345
68,Art,ART 7A,0,FULBECK L K,927,W F,9:00 am - 10:50am,ARTS 1345
69,Art,ART 10,1,ELLIS C M,T B A,M W,5:00pm - 7:50pm,ARTS 2628
70,Art,ART 12,1,BAKER E A,T B A,T R,9:00 am - 11:50am,ARTS 0641
71,Art,ART 14,1,BRICCETTI R E,T B A,M W,9:00 am - 11:50am,ARTS 2235
72,Art,ART 22,1,DE JESUS ESCA,T B A,T R,9:00 am - 11:50am,ARTS 2220
73,Art,ART 100,1,ARGENT P,T B A,T R,1:00pm - 2:50pm,ARTS 2422
74,Art,ART 101,1,CALLISTER J,T B A,W,1:00pm - 3:50pm,ARTS 2432
75,Art,ART CS 101,1,MIRACLE J W,T B A,F,9:00 am - 1:50pm,CRST 120
76,Art,ART CS 101,1,CONNALLY D E,T B A,M,2:00pm - 4:20pm,CRST 136
77,Art,ART 106PP,1,BAKER E A,T B A,F,1:00pm - 3:50pm,ARTS 0641
78,Art,ART 110,1,ELLIS C M,T B A,M W,1:00pm - 3:50pm,ARTS 2235
79,Art,ART CS 112,1,BRUGGEMAN I V,T B A,W,9:00 am - 11:50am,CRST 107
80,Art,ART CS 112,1,CONNALLY D E,T B A,W,5:00pm - 7:20pm,CRST 136
81,Art,ART CS 112,1,PITCHER H,T B A,M,9:00 am - 12:50pm,CRST 120
82,Art,ART 113,1,BECKMAN L B,T B A,T,1:00pm - 4:50pm,ARTS 2220
83,Art,ART 117,1,BELTZ E A,T B A,F,10:00am - 2:20pm,ARTS 2636
84,Art,ART 118,1,BELTZ E A,T B A,M W,9:00 am - 11:50am,ARTS 2636
85,Art,ART 120EF,1,BRICCETTI R E,T B A,T R,9:00 am - 11:50am,ARTS 1237
86,Art,ART 122CC,1,JEVBRATT L V,T B A,M W,1:00pm - 3:50pm,ARTS 2220
87,Art,ART 123,1,BRUGGEMAN I V,T B A,T R,9:00 am - 11:50am,ARTS 0254
88,Art,ART 130,1,GARDNER C,T B A,T R,2:00pm - 3:15pm,ARTS 1344
89,Art,ART 134,1,MOULTON S M,T B A,R,1:00pm - 4:50pm,ARTS 1237
90,Art,ART 137,1,FULBECK L K,T B A,M W,10:00am - 11:50am,ARTS 1237
91,Art,ART 185LJ,1,JEVBRATT L V,T B A,M W,10:00am - 11:50am,ARTS 2220
92,Art,ART 192ES,1,T B A,T B A,T B A,T B A,T B A
93,Art,ART 192IA,1,T B A,T B A,T B A,T B A,T B A
94,Art,ART 196,1,YASUDA K,T B A,W,4:00pm - 6:50pm,ARTS 1344
95,Art,ART 199,1,T B A,T B A,T B A,T B A,T B A
96,Art,ART 199RA,1,T B A,T B A,T B A,T B A,T B A
97,Art(CreativeStudies),ART CS 101,1,T B A,T B A,F,9:00 am - 1:50pm,CRST 120
98,Art(CreativeStudies),ART CS 101,1,T B A,T B A,M,2:00pm - 4:20pm,CRST 136
99,Art(CreativeStudies),ART CS 112,1,T B A,T B A,W,9:00 am - 11:50am,CRST 107
100,Art(CreativeStudies),ART CS 112,1,T B A,T B A,W,5:00pm - 7:20pm,CRST 136
101,Art(CreativeStudies),ART CS 112,1,T B A,T B A,M,9:00 am - 12:50pm,CRST 120
102,ArtHistory,ARTHI 6C,1,MONAHAN L,T B A,T R,12:30pm - 1:45pm,MUSICLLCH
103,ArtHistory,ARTHI 6C,0,MONAHAN L,1701,R,8:00 am - 8:50 am,ARTS 1332
104,ArtHistory,ARTHI 6C,0,MONAHAN L,1719,R,9:00 am - 9:50 am,ARTS 1332
105,ArtHistory,ARTHI 6C,0,MONAHAN L,1727,W,8:00 am - 8:50 am,ARTS 1332
106,ArtHistory,ARTHI 6C,0,MONAHAN L,1735,R,10:00am - 10:50am,ARTS 1332
107,ArtHistory,ARTHI 6C,0,MONAHAN L,1743,T,2:00pm - 2:50pm,ARTS 1332
108,ArtHistory,ARTHI 6C,0,MONAHAN L,1750,W,9:00 am - 9:50 am,ARTS 1332
109,ArtHistory,ARTHI 6C,0,MONAHAN L,1768,W,10:00am - 10:50am,ARTS 1332
110,ArtHistory,ARTHI 6C,0,MONAHAN L,1776,W,8:00 am - 8:50 am,ARTS 2324
111,ArtHistory,ARTHI 6C,0,MONAHAN L,1784,W,9:00 am - 9:50 am,ARTS 2324
112,ArtHistory,ARTHI 6C,0,MONAHAN L,1792,W,10:00am - 10:50am,ARTS 2324
113,ArtHistory,ARTHI 6C,0,MONAHAN L,1800,W,11:00am - 11:50am,ARTS 2324
114,ArtHistory,ARTHI 6C,0,MONAHAN L,1818,W,12:00pm - 12:50pm,ARTS 2324
115,ArtHistory,ARTHI 6C,0,MONAHAN L,1826,W,1:00pm - 1:50pm,ARTS 2324
116,ArtHistory,ARTHI 6C,0,MONAHAN L,1834,W,2:00pm - 2:50pm,ARTS 2324
117,ArtHistory,ARTHI 6C,0,MONAHAN L,1842,W,3:00pm - 3:50pm,ARTS 2324
118,ArtHistory,ARTHI 6C,0,MONAHAN L,1859,W,4:00pm - 4:50pm,ARTS 2324
119,ArtHistory,ARTHI 6C,0,MONAHAN L,1867,W,5:00pm - 5:50pm,ARTS 2324
120,ArtHistory,ARTHI 6C,0,MONAHAN L,1875,W,6:00pm - 6:50pm,ARTS 2324
121,ArtHistory,ARTHI 6DW,1,WATTLES M,T B A,T R,2:00pm - 3:15pm,HSSB 1174
122,ArtHistory,ARTHI 6DW,0,WATTLES M,54452,R,9:00 am - 9:50 am,ARTS 2324
123,ArtHistory,ARTHI 6DW,0,WATTLES M,54460,R,10:00am - 10:50am,ARTS 2324
124,ArtHistory,ARTHI 6DW,0,WATTLES M,54478,R,11:00am - 11:50am,ARTS 2324
125,ArtHistory,ARTHI 6DW,0,WATTLES M,54486,R,12:00pm - 12:50pm,ARTS 2324
126,ArtHistory,ARTHI 6E,1,OGBECHIE S O,T B A,M W,9:30 am - 10:45am,HSSB 1174
127,ArtHistory,ARTHI 6E,0,OGBECHIE S O,1966,M,12:00pm - 12:50pm,ARTS 2324
128,ArtHistory,ARTHI 6E,0,OGBECHIE S O,1974,M,1:00pm - 1:50pm,ARTS 2324
129,ArtHistory,ARTHI 6E,0,OGBECHIE S O,1982,T,9:00 am - 9:50 am,ARTS 2324
130,ArtHistory,ARTHI 6E,0,OGBECHIE S O,1990,T,10:00am - 10:50am,ARTS 2324
131,ArtHistory,ARTHI 6L,1,WHITE J S,T B A,M W,12:30pm - 1:45pm,LSB 1001
132,ArtHistory,ARTHI 6L,0,WHITE J S,2063,M,3:00pm - 3:50pm,ARTS 2324
133,ArtHistory,ARTHI 6L,0,WHITE J S,2071,M,4:00pm - 4:50pm,ARTS 2324
134,ArtHistory,ARTHI 6L,0,WHITE J S,2089,T,2:00pm - 2:50pm,ARTS 2324
135,ArtHistory,ARTHI 6L,0,WHITE J S,2097,T,3:00pm - 3:50pm,ARTS 2324
136,ArtHistory,ARTHI 6L,0,WHITE J S,54429,T,4:00pm - 4:50pm,ARTS 2324
137,ArtHistory,ARTHI 6L,0,WHITE J S,54437,T,5:00pm - 5:50pm,ARTS 2324
138,ArtHistory,ARTHI 105O,1,BADAMO H A,T B A,M W,2:00pm - 3:15pm,ARTS 1341
139,ArtHistory,ARTHI 105P,1,BADAMO H A,T B A,M W,11:00am - 12:15pm,ARTS 1332
140,ArtHistory,ARTHI 107C,1,TRAVERS E M,T B A,M W,3:30pm - 4:45pm,ARTS 1341
141,ArtHistory,ARTHI 107D,1,FAUST M R,T B A,M W,12:30pm - 1:45pm,ARTS 1341
142,ArtHistory,ARTHI 117F,1,GARFINKLE C G,T B A,M W,2:00pm - 3:15pm,HSSB 1174
143,ArtHistory,ARTHI 121E,1,GARFINKLE C G,T B A,T R,12:30pm - 1:45pm,ARTS 1341
144,ArtHistory,ARTHI 130C,1,ENGEL E A,T B A,T R,2:00pm - 3:15pm,ARTS 1341
145,ArtHistory,ARTHI 130D,1,ENGEL E A,T B A,T R,3:30pm - 4:45pm,ARTS 1341
146,ArtHistory,ARTHI 132I,1,KHOURY N N,T B A,T R,11:00am - 12:15pm,ARTS 1341
147,ArtHistory,ARTHI 134E,1,T B A,T B A,T R,5:00pm - 6:15pm,ARTS 1341
148,ArtHistory,ARTHI 136J,1,CHATTOPADHYAY,T B A,T R,9:30 am - 10:45am,ARTS 1341
149,ArtHistory,ARTHI 141B,1,T B A,T B A,T B A,T B A,T B A
150,ArtHistory,ARTHI 141D,1,PAUL C,T B A,M W,11:00am - 12:15pm,ARTS 1341
151,ArtHistory,ARTHI 141E,1,ROBERTSON E B||GOORAY M N||,T B A,W,3:30pm - 4:45pm,ARTS 1332
152,ArtHistory,ARTHI 141F,1,ROBERTSON E B||GOORAY M N||,T B A,W,3:30pm - 4:45pm,ARTS 1332
153,ArtHistory,ARTHI 143F,1,BACIU D C,T B A,M W,2:00pm - 3:15pm,ARTS 1332
154,ArtHistory,ARTHI 186E,1,T B A,T B A,M,3:00pm - 5:50pm,ARTS 2622
155,ArtHistory,ARTHI 186F,1,T B A,T B A,T R,11:00am - 12:15pm,ARTS 1332
156,ArtHistory,ARTHI 186Q,1,KHOURY N N,T B A,R,2:00pm - 4:50pm,ARTS 2622
157,ArtHistory,ARTHI 187W,1,WHITE J S,T B A,M,8:00 am - 10:50am,ARTS 1332
158,ArtHistory,ARTHI 198,1,T B A,T B A,T B A,T B A,T B A
159,ArtHistory,ARTHI 199,1,T B A,T B A,T B A,T B A,T B A
160,ArtHistory,ARTHI 199RA,1,T B A,T B A,T B A,T B A,T B A
161,AsianAmericanStudies,AS AM 5,1,PANDYA S P,T B A,T R,11:00am - 12:15pm,GIRV 1004
162,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2402,F,9:00 am - 9:50 am,HSSB 1237
163,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2410,F,10:00am - 10:50am,HSSB 1232
164,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2428,F,11:00am - 11:50am,HSSB 1236
165,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2436,M,12:00pm - 12:50pm,HSSB 4202
166,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2444,M,1:00pm - 1:50pm,HSSB 4202
167,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2451,M,2:00pm - 2:50pm,HSSB 4202
168,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2469,R,1:00pm - 1:50pm,HSSB 5024
169,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2477,R,2:00pm - 2:50pm,HSSB 5024
170,AsianAmericanStudies,AS AM 5,0,PANDYA S P,2485,R,3:00pm - 3:50pm,HSSB 5024
171,AsianAmericanStudies,AS AM 8,1,TAKAMORI A,T B A,T R,2:00pm - 3:15pm,GIRV 1004
172,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57901,R,9:00 am - 9:50 am,HSSB 5024
173,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57919,R,10:00am - 10:50am,HSSB 5024
174,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57927,R,8:00 am - 8:50 am,HSSB 5024
175,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57935,R,12:00pm - 12:50pm,NH 1109
176,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57943,R,1:00pm - 1:50pm,NH 1109
177,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57950,R,11:00am - 11:50am,HSSB 5024
178,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57968,W,12:00pm - 12:50pm,HSSB 4202
179,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57976,W,1:00pm - 1:50pm,HSSB 4202
180,AsianAmericanStudies,AS AM 8,0,TAKAMORI A,57984,W,2:00pm - 2:50pm,HSSB 4202
181,AsianAmericanStudies,AS AM 71,1,BUSTO R V,T B A,M W,5:00pm - 6:15pm,BUCHN1910
182,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58289,T,1:00pm - 1:50pm,HSSB 4041
183,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58842,T,2:00pm - 2:50pm,HSSB 3001E
184,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58859,T,12:00pm - 12:50pm,HSSB 3001E
185,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58867,F,1:00pm - 1:50pm,HSSB 3001E
186,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58875,F,12:00pm - 12:50pm,HSSB 3001E
187,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58883,F,11:00am - 11:50am,HSSB 3001E
188,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58891,R,3:00pm - 3:50pm,HSSB 4202
189,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58909,R,6:00pm - 6:50pm,ARTS 1356
190,AsianAmericanStudies,AS AM 71,0,BUSTO R V,58917,R,7:00pm - 7:50pm,ARTS 1353
191,AsianAmericanStudies,AS AM 100FF,1,PANDYA S P,T B A,T R,12:30pm - 1:45pm,ARTS 1349
192,AsianAmericanStudies,AS AM 108,1,NINH E K,T B A,M W,5:00pm - 6:15pm,HSSB 5024
193,AsianAmericanStudies,AS AM 120,1,TAKAMORI A,T B A,T R,5:00pm - 6:15pm,GIRV 1115
194,AsianAmericanStudies,AS AM 124,1,NINH E K,T B A,M W,2:00pm - 3:15pm,GIRV 1112
195,AsianAmericanStudies,AS AM 131,1,WELTY L A,T B A,M W,9:30 am - 10:45am,GIRV 1112
196,AsianAmericanStudies,AS AM 133,1,ZULUETA B C,T B A,T R,11:00am - 12:15pm,GIRV 1115
197,AsianAmericanStudies,AS AM 137,1,ZULUETA B C,T B A,T R,9:30 am - 10:45am,PSYCH1902
198,AsianAmericanStudies,AS AM 137,0,ZULUETA B C,58008,R,1:00pm - 1:50pm,SH 1430
199,AsianAmericanStudies,AS AM 137,0,ZULUETA B C,58016,R,3:00pm - 3:50pm,GIRV 2123
200,AsianAmericanStudies,AS AM 137,0,ZULUETA B C,58024,R,4:00pm - 4:50pm,GIRV 2123
201,AsianAmericanStudies,AS AM 142,1,T B A,T B A,T R,3:00pm - 4:50pm,TD-W 1507
202,AsianAmericanStudies,AS AM 162,1,T B A,T B A,M W,11:00am - 12:15pm,GIRV 1112
203,AsianAmericanStudies,AS AM 164,1,T B A,T B A,T R,5:00pm - 6:15pm,GIRV 1112
204,AsianAmericanStudies,AS AM 195H,1,ZHAO X,T B A,T,1:00pm - 1:50pm,HSSB 5030
205,AsianAmericanStudies,AS AM 197,1,FUJINO D C,T B A,F,9:30 am - 10:45am,HSSB 3201
206,AsianAmericanStudies,AS AM 197,1,ZULUETA B C,T B A,T,3:30pm - 4:45pm,HSSB 5024
207,AsianAmericanStudies,AS AM 199,1,T B A,T B A,M,10:00am - 10:50am,HSSB 5030
208,AsianAmericanStudies,AS AM 199RA,1,PARK J S W,T B A,W,9:00 am - 9:50 am,HSSB 5050
209,Astronomy,ASTRO 1,1,ANTONUCCI R R,T B A,M W,12:30pm - 1:45pm,BRDA 1610
210,Astronomy,ASTRO 1,0,ANTONUCCI R R,2790,M,2:00pm - 2:50pm,PHELP1508
211,Astronomy,ASTRO 1,0,ANTONUCCI R R,2808,M,3:00pm - 3:50pm,GIRV 2119
212,Astronomy,ASTRO 1,0,ANTONUCCI R R,2816,M,4:00pm - 4:50pm,PHELP1440
213,Astronomy,ASTRO 1,0,ANTONUCCI R R,2824,W,2:00pm - 2:50pm,ARTS 1356
214,Astronomy,ASTRO 1,0,ANTONUCCI R R,51706,W,3:00pm - 3:50pm,GIRV 2127
215,Astronomy,ASTRO 1,0,ANTONUCCI R R,51714,W,4:00pm - 4:50pm,GIRV 2116
216,Astronomy,ASTRO 1H,1,ANTONUCCI R R,T B A,W,2:00pm - 3:15pm,BUCHN1934
217,Astronomy,ASTRO 2,1,T B A,T B A,M W,2:00pm - 3:15pm,BRDA 1640
218,Astronomy,ASTRO 2,0,T B A,2840,M,4:00pm - 4:50pm,387 1015
219,Astronomy,ASTRO 2,0,T B A,2857,M,5:00pm - 5:50pm,387 1015
220,Biology,BIOL CS 25,1,TYLER C M,T B A,R,1:00pm - 3:50pm,CRST 136
221,Biology,BIOL CS 30,1,TYLER C M||LATTO J G||,T B A,T R,11:00am - 12:15pm,CRST 143
222,Biology,BIOL CS 101,1,FOLTZ K R,T B A,M,2:00pm - 3:50pm,CRST 143
223,Biology(CreativeStudies),BIOL CS 25,1,T B A,T B A,R,1:00pm - 3:50pm,CRST 136
224,Biology(CreativeStudies),BIOL CS 30,1,T B A,T B A,T R,11:00am - 12:15pm,CRST 143
225,Biology(CreativeStudies),BIOL CS 101,1,T B A,T B A,M,2:00pm - 3:50pm,CRST 143
226,BiomolecularScienceandEngineering,BMSE 199,1,T B A,T B A,T B A,T B A,T B A
227,BlackStudies,BL ST 3,1,AKUDINOBI J,T B A,T R,8:00 am - 9:15 am,PSYCH1924
228,BlackStudies,BL ST 3,0,AKUDINOBI J,3301,W,9:00 am - 9:50 am,SH 3707
229,BlackStudies,BL ST 3,0,AKUDINOBI J,3319,W,10:00am - 10:50am,SH 3707
230,BlackStudies,BL ST 3,0,AKUDINOBI J,3327,W,3:00pm - 3:50pm,HSSB 3201
231,BlackStudies,BL ST 3,0,AKUDINOBI J,3335,W,4:00pm - 4:50pm,GIRV 1116
232,BlackStudies,BL ST 3,0,AKUDINOBI J,3343,W,8:00 am - 8:50 am,SH 3707
233,BlackStudies,BL ST 3,0,AKUDINOBI J,3350,W,5:00pm - 5:50pm,HSSB 3201
234,BlackStudies,BL ST 5,1,MCAULEY C,T B A,M W,12:30pm - 1:45pm,BUCHN1920
235,BlackStudies,BL ST 5,0,MCAULEY C,59642,T,8:00 am - 8:50 am,SH 3707
236,BlackStudies,BL ST 5,0,MCAULEY C,59659,T,9:00 am - 9:50 am,SH 3707
237,BlackStudies,BL ST 5,0,MCAULEY C,59667,T,10:00am - 10:50am,HSSB 1228
238,BlackStudies,BL ST 5,0,MCAULEY C,59675,T,5:00pm - 5:50pm,HSSB 3202
239,BlackStudies,BL ST 5,0,MCAULEY C,59683,T,6:00pm - 6:50pm,HSSB 2201
240,BlackStudies,BL ST 5,0,MCAULEY C,59691,T,7:00pm - 7:50pm,GIRV 1108
241,BlackStudies,BL ST 15,1,TETTEGAH S Y,T B A,T R,9:30 am - 10:45am,NH 1006
242,BlackStudies,BL ST 15,0,TETTEGAH S Y,59907,W,11:00am - 11:50am,SH 3707
243,BlackStudies,BL ST 15,0,TETTEGAH S Y,59915,W,12:00pm - 12:50pm,SH 3707
244,BlackStudies,BL ST 15,0,TETTEGAH S Y,59923,W,1:00pm - 1:50pm,SH 3707
245,BlackStudies,BL ST 15,0,TETTEGAH S Y,59931,W,2:00pm - 2:50pm,HSSB 3201
246,BlackStudies,BL ST 15,0,TETTEGAH S Y,59949,W,3:00pm - 3:50pm,HSSB 2201
247,BlackStudies,BL ST 15,0,TETTEGAH S Y,59956,W,4:00pm - 4:50pm,HSSB 2201
248,BlackStudies,BL ST 49C,1,T B A,T B A,T R,5:00pm - 6:15pm,NH 1006
249,BlackStudies,BL ST 49C,0,T B A,59980,T,3:00pm - 3:50pm,HSSB 2202
250,BlackStudies,BL ST 49C,0,T B A,59998,M,1:00pm - 1:50pm,HSSB 2202
251,BlackStudies,BL ST 49C,0,T B A,60004,T,9:00 am - 9:50 am,HSSB 2202
252,BlackStudies,BL ST 49C,0,T B A,60012,R,9:00 am - 9:50 am,GIRV 2135
253,BlackStudies,BL ST 49C,0,T B A,60020,R,10:00am - 10:50am,HSSB 2202
254,BlackStudies,BL ST 49C,0,T B A,60038,R,1:00pm - 1:50pm,HSSB 2202
255,BlackStudies,BL ST 99,1,T B A,T B A,T B A,T B A,T B A
256,BlackStudies,BL ST 137E,1,T B A,T B A,M W,2:00pm - 3:15pm,GIRV 2116
257,BlackStudies,BL ST 154,1,STEWART J C,T B A,T R,11:00am - 12:15pm,NH 1105
258,BlackStudies,BL ST 190,1,BATISTE S L,T B A,T,10:00am - 12:50pm,SH 3707
259,BlackStudies,BL ST 193C,1,MCAULEY C,T B A,M,2:00pm - 4:50pm,SH 3707
260,BlackStudies,BL ST 193K,1,MINGO A,T B A,R,2:00pm - 4:50pm,SH 3707
261,BlackStudies,BL ST 195C,1,MCAULEY C,T B A,W,2:00pm - 4:50pm,T B A
262,BlackStudies,BL ST 197,1,T B A,T B A,T B A,T B A,T B A
263,BlackStudies,BL ST 199,1,T B A,T B A,T B A,T B A,T B A
264,BlackStudies,BL ST 199RA,1,T B A,T B A,T B A,T B A,T B A
265,ChemicalEngineering,CH E 99,1,T B A,T B A,T B A,T B A,T B A
266,ChemicalEngineering,CH E 110B,1,HAN SONGI,T B A,M W F,10:00am - 10:50am,ENGR21519
267,ChemicalEngineering,CH E 110B,0,HAN SONGI,4366,F,9:00 am - 9:50 am,ENGR21519
268,ChemicalEngineering,CH E 119,1,GORDON M J||CHADA J P||,T B A,W,6:00pm - 6:50pm,ENGR21519
269,ChemicalEngineering,CH E 120C,1,DEY S S,T B A,T R,8:00 am - 9:15 am,ENGR21519
270,ChemicalEngineering,CH E 132A,1,GORDON M J,T B A,T R,12:30pm - 1:45pm,ENGR21519
271,ChemicalEngineering,CH E 132A,0,GORDON M J,4408,T,3:00pm - 3:50pm,ESB 1003
272,ChemicalEngineering,CH E 132A,0,GORDON M J,4416,R,3:00pm - 3:50pm,ESB 1003
273,ChemicalEngineering,CH E 140A,1,CHRISTOPHER P,T B A,T R,9:30 am - 10:45am,ENGR21519
